Source MAC,Destination MAC,Protocol,Service,Source Address,Destination Address,Sequence Number,Acknowledgement Number,SYN Bit,ACK Bit,FIN Bit,Src Bytes,Duration
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6512062549591064
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6517760753631592
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.652207612991333
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6523206233978271
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6524121761322021
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6525332927703857
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6526839733123779
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.652813196182251
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6529412269592285
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6530697345733643
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6531975269317627
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6533262729644775
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6534357070922852
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6535689830780029
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6537022590637207
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6538107395172119
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6539108753204346
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6540112495422363
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6541283130645752
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6542260646820068
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6543388366699219
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6544346809387207
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.654538631439209
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6546666622161865
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6547815799713135
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6549127101898193
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6550440788269043
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6551589965820312
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.655297040939331
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6554250717163086
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6555514335632324
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6556711196899414
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6557774543762207
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6558897495269775
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6560027599334717
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6561036109924316
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6562016010284424
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6562995910644531
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6564011573791504
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6564981937408447
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.656667947769165
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6567771434783936
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6568877696990967
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6570091247558594
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6571166515350342
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6572256088256836
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6573431491851807
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.657444953918457
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6575689315795898
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6576895713806152
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6577963829040527
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6579062938690186
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6580314636230469
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6581375598907471
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6582458019256592
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6583874225616455
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6584999561309814
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.658602237701416
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6587264537811279
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6588413715362549
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6589577198028564
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6590919494628906
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6592075824737549
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6593112945556641
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6594336032867432
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6595485210418701
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6596529483795166
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6597752571105957
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6598925590515137
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6599986553192139
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6601228713989258
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6602356433868408
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6603493690490723
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6604671478271484
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6605808734893799
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6606857776641846
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6608085632324219
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6609232425689697
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6610286235809326
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6611495018005371
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6612620353698729
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6613667011260986
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6614995002746582
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6616001129150391
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6617269515991211
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6618566513061523
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.661996603012085
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6621136665344238
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6622192859649658
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6623411178588867
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6624586582183838
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6625657081604004
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6626889705657959
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6628012657165527
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6629083156585693
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6630806922912598
48:BA:4E:23:EE:49,50:9A:4C:1E:05:BE,1,66,10.3.3.63,10.3.2.222,n,n,n,n,n,0,0.6631968021392822
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6633009910583496
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6634242534637451
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6635391712188721
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6636440753936768
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6637673377990723
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.663888692855835
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6639924049377441
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6641137599945068
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.664229154586792
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6643333435058594
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6644546985626221
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6645693778991699
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6646745204925537
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6648015975952148
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6649072170257568
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6650066375732422
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6650991439819336
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6652226448059082
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6653528213500977
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.665496826171875
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6656501293182373
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6657795906066895
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6659157276153564
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.666034460067749
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6661422252655029
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6662540435791016
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6663639545440674
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6664731502532959
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6665973663330078
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6667046546936035
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.666806697845459
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.666926383972168
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.667034387588501
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6671407222747803
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6672768592834473
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6673989295959473
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6675183773040771
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6676476001739502
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6677756309509277
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6679136753082275
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6680326461791992
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6681413650512695
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6682708263397217
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6683840751647949
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6684894561767578
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6686055660247803
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6687331199645996
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.668860673904419
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6689801216125488
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6690938472747803
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6692128181457521
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6693265438079834
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6694333553314209
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6695976257324219
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6697094440460205
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6698412895202637
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.669968843460083
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6700811386108398
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6701948642730713
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6703095436096191
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6704173088073729
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6705291271209717
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6706485748291016
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6707572937011719
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6708714962005615
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6709823608398438
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6710968017578125
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6712055206298828
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6713287830352783
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6714503765106201
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6715764999389648
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6717016696929932
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6718151569366455
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6719424724578857
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6720645427703857
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.672187089920044
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6722996234893799
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6724252700805664
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.672553300857544
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6726648807525635
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6727957725524902
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6729128360748291
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6730215549468994
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6731183528900146
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6732528209686279
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6734006404876709
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6735327243804932
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6736817359924316
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6738219261169434
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.673945426940918
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6740708351135254
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6741988658905029
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6743307113647461
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6744515895843506
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6745636463165283
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6747081279754639
